Headline,Link
'I don't think he will...': Pujara on Sooryavanshi's India debut in England,https://timesofindia.indiatimes.com/sports/cricket/india-tour-of-england/i-dont-think-he-will-cheteshwar-pujara-on-vaibhav-sooryavanshis-india-debut-in-england/articleshow/132108810.cms
"Gilberto Mora scripts history, becomes youngest to play in WC knockouts since Pelé",https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/gilberto-mora-scripts-history-becomes-youngest-to-play-in-world-cup-knockouts-since-pel/articleshow/132108347.cms
'Surya gave me inputs': Shreyas reveals Suryakumar's advice before England series,https://timesofindia.indiatimes.com/sports/cricket/india-tour-of-england/surya-gave-me-inputs-shreyas-iyer-reveals-suryakumar-yadavs-advice-before-england-series/articleshow/132106694.cms
‘More important than WC’: Mbappe's tribute to Deschamps after coach’s mother’s death,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/more-important-than-a-world-cup-mbappe-pays-emotional-tribute-to-deschamps-after-coachs-mothers-death/articleshow/132107183.cms
"FIFA World Cup Today Schedule: Where and How to Watch England vs DR Congo, USA vs Bosnia, Belgium vs Senegal Live",https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/fifa-world-cup-today-schedule-where-and-how-to-watch-england-vs-dr-congo-usa-vs-bosnia-belgium-vs-senegal-live/articleshow/132109108.cms
FIFA World Cup Golden Boot race: Kylian Mbappe joins Lionel Messi at the top,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/fifa-world-cup-golden-boot-race-kylian-mbappe-joins-lionel-messi-at-the-top-after-sweden-brace/articleshow/132106383.cms
"FIFA WC: Mexico end 40-year knockout curse, beat Ecuador 2-0 to reach last 16",https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/mexico-vs-ecuador-fifa-world-cup-match-report-el-tri-end-40-year-knockout-curse-beat-ecuador-2-0-to-reach-last-16/articleshow/132105893.cms
"France script unique FIFA World Cup feat, become first team to ...",https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/france-become-first-team-in-fifa-world-cup-history-to-score-3-plus-goals-in-five-straight-matches/articleshow/132105251.cms
'We've got our tactics': Harry Brook on Vaibhav Sooryavanshi challenge,https://timesofindia.indiatimes.com/sports/cricket/india-tour-of-england/weve-got-our-tactics-harry-brook-on-vaibhav-sooryavanshi-ahead-of-india-vs-england-1st-t20i/articleshow/132104234.cms
'Coaches & players were informed': FIFA breaks silence on VAR ruling after Germany's exit,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/coaches-and-players-were-informed-fifa-breaks-silence-on-germanys-controversial-var-world-cup-exit/articleshow/132103951.cms
'I won't play him': India's World Cup winner's big verdict on Sooryavanshi,https://timesofindia.indiatimes.com/sports/cricket/india-tour-of-england/i-wont-play-him-indias-world-cup-winners-big-verdict-on-vaibhav-sooryavanshi-ahead-of-india-vs-england-1st-t20i/articleshow/132105000.cms
"Mbappé shatters World Cup history, breaks 20-year record and now chases Messi",https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/kylian-mbapp-shatters-world-cup-history-breaks-20-year-record-and-now-chases-messi-after-sweden-brace/articleshow/132103635.cms
"After 25 years, Zimbabwe achieve rare Test feat with crushing win over Bangladesh",https://timesofindia.indiatimes.com/sports/cricket/news/after-25-years-zimbabwe-achieve-rare-test-feat-with-crushing-win-over-bangladesh/articleshow/132105746.cms
Coach Ronald Koeman resigns after Netherlands' historic World Cup exit,https://timesofindia.indiatimes.com/sports/football/fifa-world-cup/no-one-is-more-disappointed-than-i-am-ronald-koeman-resigns-after-netherlands-historic-world-cup-exit/articleshow/132104910.cms
"""Clearly superior"": Aaron Rodgers' Steelers move under fire over surprising analyst verdict",https://timesofindia.indiatimes.com/sports/nfl/news/clearly-superior-aaron-rodgers-steelers-move-under-fire-over-surprising-analyst-verdict/articleshow/132104355.cms
NFL Trade Rumors: Los Angeles Chargers and Carolina Panthers emerge as top landing spots for $90 million Commanders star,https://timesofindia.indiatimes.com/sports/nfl/news/nfl-trade-rumors-los-angeles-chargers-and-carolina-panthers-emerge-as-top-landing-spots-for-90-million-commanders-star/articleshow/132104001.cms
Pat McAfee gets unexpected defense from NFL QB coach amid Mike Vrabel and Dianna Russini controversy,https://timesofindia.indiatimes.com/sports/nfl/news/pat-mcafee-gets-unexpected-defense-from-nfl-qb-coach-amid-mike-vrabel-and-dianna-russini-controversy/articleshow/132103741.cms
The new family member has fur: India’s pet parenting boom goes mainstream,https://timesofindia.indiatimes.com/city/delhi/the-new-family-member-has-fur-indias-pet-parenting-boom-goes-mainstream/articleshow/132109585.cms
"35km, 28 stations: How Gurgaon’s new metro corridor will connect Global City, Rapid Metro and Namo Bharat",https://timesofindia.indiatimes.com/city/gurgaon/35km-metro-corridor-to-pachgaon-will-have-28-stations-in-gurgaon-global-city-stop/articleshow/132100906.cms
40°C and counting: Europe was built to beat the cold. Now heatwave is exposing its biggest weakness,https://timesofindia.indiatimes.com/world/europe/40c-and-counting-europe-was-built-to-beat-the-cold-now-heatwave-is-exposing-its-biggest-weakness/articleshow/132092607.cms
Remember the internet of endless tabs and rabbit holes? How AI is changing the web we grew up with,https://timesofindia.indiatimes.com/india/remember-the-internet-of-endless-tabs-and-rabbit-holes-how-ai-is-changing-the-web-we-grew-up-with/articleshow/132090741.cms
"Nine years of GST: One tax, one market, many transformations",https://timesofindia.indiatimes.com/business/india-business/nine-years-of-gst-one-tax-one-market-many-transformations/articleshow/132091585.cms
"Hormuz, Suez, Taiwan Strait: Why the world’s supply chains now need war-room planning",https://timesofindia.indiatimes.com/world/middle-east/hormuz-suez-taiwan-strait-why-the-worlds-supply-chains-now-need-war-room-planning/articleshow/132088888.cms
"Consumer court orders new battery for faulty EV scooter, awards Rs 15,000 compensation",https://timesofindia.indiatimes.com/legal/news/consumer-court-orders-new-battery-for-faulty-ev-scooter-awards-rs-15000-compensation/articleshow/132109605.cms
"Paws over property: Delhi High Court says pets are family, returns dogs to adoptive owners",https://timesofindia.indiatimes.com/legal/news/paws-over-property-delhi-high-court-says-pets-are-family-returns-dogs-to-adoptive-owners/articleshow/132106431.cms
Not just 'song and dance': What makes a Hindu marriage valid? Gujarat HC says registration not enough,https://timesofindia.indiatimes.com/legal/news/not-just-song-and-dance-what-makes-a-hindu-marriage-valid-gujarat-hc-says-registration-not-enough/articleshow/132107379.cms
High court cannot be turned into execution court for enforcing maintenance orders: Madras High Court,https://timesofindia.indiatimes.com/legal/news/high-court-cannot-be-turned-into-execution-court-for-enforcing-maintenance-orders-madras-high-court/articleshow/132105517.cms
"Scorpio seized over 154 liquor bottles, but only 9 were tested: Why Chhattisgarh HC quashed confiscation",https://timesofindia.indiatimes.com/legal/news/scorpio-seized-over-154-liquor-bottles-but-only-9-were-tested-why-chhattisgarh-hc-quashed-confiscation/articleshow/132106104.cms
Consensual premarital relationship between unmarried adults cannot by itself reflect poor moral character for police recruitment: Supreme Court,https://timesofindia.indiatimes.com/legal/news/consensual-premarital-relationship-between-unmarried-adults-cannot-by-itself-reflect-poor-moral-character-for-police-recruitment-supreme-court/articleshow/132105089.cms
Who is Shoko Kawata: Why this Japanese mayor's maternity leave is making global headlines,https://timesofindia.indiatimes.com/women/voices-of-power/who-is-shoko-kawata-why-this-japanese-mayors-maternity-leave-is-making-global-headlines/articleshow/132110723.cms
"Just 2 days after giving birth, she travelled 200 km for an exam: The story of Tamil Nadu’s first tribal woman civil judge",https://timesofindia.indiatimes.com/women/voices-of-power/just-2-days-after-giving-birth-she-travelled-200-km-for-an-exam-the-story-of-tamil-nadus-first-tribal-woman-civil-judge/articleshow/132070925.cms
‘Choose me or feed them’: The husband’s ultimatum that turned Kajuli Biswas into Bengal’s ‘Annapurna’,https://timesofindia.indiatimes.com/women/voices-of-power/choose-me-or-feed-them-the-husbands-ultimatum-that-turned-kajuli-biswas-into-bengals-annapurna/articleshow/132072174.cms
"Lohagad Fort murder: Cops recreate crime scene, gait analysis of Chetan; dummy used matching Ketan Agarwal’s weight",https://timesofindia.indiatimes.com/city/pune/lohagad-fort-murder-cops-recreate-crime-scene-gait-analysis-of-chetan-dummy-used-matching-ketan-agarwals-weight/articleshow/132105336.cms
"Ayodhya Donation Theft Probe Intensifies: Police quiz cashier in jail; focus on CCTV, cash records",https://timesofindia.indiatimes.com/city/lucknow/black-bag-on-cctv-police-raid-a-man-in-front-of-the-camera-inside-the-ayodhya-ram-temple-theft-probe/articleshow/132105285.cms
"'Dragged out of police vehicle, stabbed': Man killed for protesting eve-teasing at Jamshedpur bar; another critical",https://timesofindia.indiatimes.com/city/jamshedpur/dragged-out-of-police-vehicle-stabbed-man-killed-for-protesting-eve-teasing-at-jamshedpur-bar-another-critical/articleshow/132105412.cms
4-year-old trapped 220-ft inside borewell in Ambala dies after 19-hour rescue operation,https://timesofindia.indiatimes.com/city/chandigarh/4-year-old-trapped-220-ft-inside-borewell-in-ambala-dies-after-19-hour-rescue/articleshow/132105090.cms
"Commercial LPG prices cut by Rs 183.50; Delhi rate drops to Rs 2,930",https://timesofindia.indiatimes.com/city/delhi/commercial-lpg-prices-cut-by-rs-183-50-from-july-1-delhi-rate-drops-to-rs-2930/articleshow/132104177.cms
"35km metro corridor to Pachgaon will have 28 stations in Gurgaon, Global City stop",https://timesofindia.indiatimes.com/city/gurgaon/35km-metro-corridor-to-pachgaon-will-have-28-stations-in-gurgaon-global-city-stop/articleshow/132100906.cms
'His name appears just twice': Chetan's lawyer questions his role in Ketan Agarwal murder case,https://timesofindia.indiatimes.com/city/pune/his-name-appears-just-twice-chetans-lawyer-questions-his-role-in-ketan-agarwal-murder-case/articleshow/132105903.cms
Delhi weather: News of monsoon only comfort amid feels-like 53.5-degree discomfort,https://timesofindia.indiatimes.com/city/delhi/news-of-monsoon-only-comfort-amid-feels-like-53-5-degree-discomfort/articleshow/132099407.cms
The great kitchen reset: Why a growing number of Indians are reassessing daily food habits to stay healthier for longer,https://timesofindia.indiatimes.com/health/the-great-kitchen-reset-why-a-growing-number-of-indians-are-reassessing-daily-food-habits-to-stay-healthier-for-longer/articleshow/132101345.cms
"She replaced regular meals with concentrated vegetable juices to lose weight; Three months later, she developed acute kidney injury",https://timesofindia.indiatimes.com/health/she-replaced-regular-meals-with-concentrated-vegetable-juices-to-lose-weight-three-months-later-she-developed-acute-kidney-injury/articleshow/132097306.cms
"Pregnant Anne Hathaway turns heads in head-to-toe red look, proudly flaunts baby bump during New York outing",https://timesofindia.indiatimes.com/life-style/fashion/celeb-style/pregnant-anne-hathaway-turns-heads-in-head-to-toe-red-look-proudly-flaunts-baby-bump-during-new-york-outing/articleshow/132105102.cms
'My dad said he could kill me': Indian doctor's viral post on refusing arranged marriage opens up an uncomfortable conversation,https://timesofindia.indiatimes.com/relationships/my-dad-said-he-could-kill-me-indian-doctors-viral-post-on-refusing-arranged-marriage-opens-up-an-uncomfortable-conversation/articleshow/132105448.cms
Luxury scalp serums are having their moment: Here's why beauty experts swear by them,https://timesofindia.indiatimes.com/life-style/beauty/luxury-scalp-serums-are-having-their-moment-heres-why-beauty-experts-swear-by-them/articleshow/132110349.cms
Looking good is no longer enough: Why beauty is quietly becoming the new wellness movement in India,https://timesofindia.indiatimes.com/life-style/beauty/looking-good-is-no-longer-enough-why-beauty-is-quietly-becoming-the-new-wellness-movement-in-india/articleshow/132097242.cms
Life lessons from Chanakya that still apply to modern parenting,https://timesofindia.indiatimes.com/life-style/parenting/moments/life-lessons-from-chanakya-that-still-apply-to-modern-parenting/articleshow/132108405.cms
Her son was diagnosed with autism when he was 2 but then…; How this mother's journey is a parenting lesson for many,https://timesofindia.indiatimes.com/life-style/parenting/moments/her-son-was-diagnosed-with-autism-when-he-was-2-but-then-how-this-mothers-journey-is-a-parenting-lesson-for-many/articleshow/132092675.cms
Where snakes are worshipped: 10 sacred and mysterious snake temples of India every traveller should visit,https://timesofindia.indiatimes.com/life-style/travel/destinations/where-snakes-are-worshipped-10-sacred-and-mysterious-snake-temples-of-india-every-traveller-should-visit/articleshow/132110332.cms
Greece becomes the 10th country to accept India’s UPI; what it means for Indian tourists visiting Europe,https://timesofindia.indiatimes.com/life-style/travel/news/greece-becomes-the-10th-country-to-accept-indias-upi-what-it-means-for-indian-tourists-visiting-europe/articleshow/132108613.cms
"Daily Career Horoscope, July 01, 2026: Success, challenges, and breakthroughs; Know about your career",https://timesofindia.indiatimes.com/astrology/horoscope/daily-career-horoscope-july-01-2026-success-challenges-and-breakthroughs-know-about-your-career/articleshow/132097666.cms
"Capricorn Horoscope: Low mood tests patience; travel slowly, spend carefully",https://timesofindia.indiatimes.com/astrology/horoscope/capricorn-horoscope-today-july-1-2026-avoid-risky-decisions-while-feeling-low/articleshow/132097515.cms
Sagittarius Horoscope Today: Family warmth and money look satisfying; skip shopping for peace,https://timesofindia.indiatimes.com/astrology/horoscope/sagittarius-horoscope-today-july-1-2026-let-your-kind-words-lead-and-save-money-by-skipping-impulse-shopping/articleshow/132097519.cms
"Before you pay token money for a home, don't skip these key checks",https://timesofindia.indiatimes.com/real-estate/news/before-you-pay-token-money-for-a-home-dont-skip-these-key-checks/articleshow/132109475.cms
"Odisha’s JAGA Mission: How slum dwellers get land rights, not just houses",https://timesofindia.indiatimes.com/real-estate/news/odishas-jaga-mission-how-slum-dwellers-get-land-rights-not-just-houses/articleshow/132096597.cms
"Tenant police verification: Who has to do it—tenant, landlord or broker?",https://timesofindia.indiatimes.com/real-estate/news/tenant-police-verification-who-has-to-do-ittenant-landlord-or-broker/articleshow/132109309.cms
Dr Vikas Satwik,https://timesofindia.indiatimes.com/life-style/people/the-doctor-who-runs-for-tiny-hearts-how-this-doctor-turned-fitness-into-a-mission-to-save-newborn-lives/articleshow/132096166.cms
Plants That Attract Snakes,https://timesofindia.indiatimes.com/life-style/home-garden/5-plants-that-attract-snakes-its-a-sign-to-avoid-planting-these-in-your-home-gardens/articleshow/132030224.cms
Jungle Safari,https://timesofindia.indiatimes.com/life-style/travel/things-to-do/psychology-says-people-who-love-jungle-safaris-are-often-high-in-openness-to-experience-heres-why-they-keep-returning-to-the-wild/articleshow/132068303.cms
Baoquan Cliff World Scenic Area evacuated: Visitors flee as China's famous Glass Bridge cracks after teen's shocking act,https://timesofindia.indiatimes.com/etimes/trending/baoquan-cliff-world-scenic-area-evacuated-visitors-flee-as-chinas-famous-glass-bridge-cracks-after-teens-shocking-act/articleshow/132110492.cms
"TTE arrived with a doctor: Man shares how son's fever in train was treated free of cost with the help of railway employees, claims 'India is progressing'",https://timesofindia.indiatimes.com/etimes/trending/tte-arrived-with-a-doctor-man-shares-how-sons-fever-in-train-was-treated-free-of-cost-with-the-help-of-railway-employees-claims-india-is-progressing/articleshow/132108334.cms
'Kabristan' inside a restaurant? Ahmedabad's Lucky Tea Stall visited by MF Hussain has people drinking tea beside graves,https://timesofindia.indiatimes.com/etimes/trending/kabristan-inside-a-restaurant-ahmedabads-lucky-tea-stall-visited-by-mf-husain-has-people-drinking-tea-beside-graves/articleshow/132107280.cms
"Kenya's beaches were filled with plastic, then they created boats with it: Flipflopi was built with 10 tons of plastic and 30,000 flip flops and sails the Swahili coast - a lesson for the world",https://timesofindia.indiatimes.com/etimes/trending/kenyas-beaches-were-filled-with-plastic-then-they-created-boats-with-it-flipflopi-was-built-with-10-tons-of-plastic-and-30000-flip-flops-and-sails-the-swahili-coast-a-lesson-for-the-world/articleshow/132106136.cms
"‘When Europe suffers, it’s a tragedy. When India suffers, it’s a joke’: Polish woman’s take on heatwave coverage sparks debate online",https://timesofindia.indiatimes.com/etimes/trending/when-europe-suffers-its-a-tragedy-when-india-suffers-its-a-joke-polish-womans-take-on-heatwave-coverage-sparks-debate-online/articleshow/132105206.cms
A train game separated him from family for 35 years; a group chat forged the reunion: Chinese man’s story has the Internet in tears,https://timesofindia.indiatimes.com/etimes/trending/a-train-game-separated-him-from-family-for-35-years-a-group-chat-forged-the-reunion-chinese-mans-story-has-the-internet-in-tears/articleshow/132104654.cms
What is an Omega Block: The science behind Europe’s 2026 persistent 40°C summer heat and rising climate extremes,https://timesofindia.indiatimes.com/science/what-is-an-omega-block-the-science-behind-europes-2026-persistent-40c-summer-heat-and-rising-climate-extremes/articleshow/132110421.cms
Scientists develop AI that detects pancreatic cancer years before diagnosis in a major breakthrough,https://timesofindia.indiatimes.com/science/scientists-develop-ai-that-detects-pancreatic-cancer-years-before-diagnosis-in-a-major-breakthrough/articleshow/132109719.cms
"Costa Rica lost nearly half its forests in just a few decades, then planted millions of trees and became one of the world's greatest reforestation success stories",https://timesofindia.indiatimes.com/science/costa-rica-lost-nearly-half-its-forests-in-just-a-few-decades-then-planted-millions-of-trees-and-became-one-of-the-worlds-greatest-reforestation-success-stories/articleshow/132108114.cms
"Fukushima nuclear disaster forced more than 150,000 people to flee and turned towns into ghost towns, but one man went back to save the animals: Meet Naoto Matsumura",https://timesofindia.indiatimes.com/science/fukushima-nuclear-disaster-forced-more-than-150000-people-to-flee-and-turned-towns-into-ghost-towns-but-one-man-went-back-to-save-the-animals-meet-naoto-matsumura/articleshow/132107123.cms
"Scientists may have finally solved the mystery behind Yellowstone's 640,000-year-old mega eruption, revealing what really fueled it",https://timesofindia.indiatimes.com/science/scientists-may-have-finally-solved-the-mystery-behind-yellowstones-640000-year-old-mega-eruption-revealing-what-really-fueled-it/articleshow/132106483.cms
"Quote of the day by Carl Friedrich Gauss: ""Mathematics is the queen of…""",https://timesofindia.indiatimes.com/science/quote-of-the-day-by-carl-friedrich-gauss-mathematics-is-the-queen-of/articleshow/132099164.cms
People born on these dates have incredible inner strength,https://timesofindia.indiatimes.com/astrology/numerology-tarot/people-born-on-these-dates-have-incredible-inner-strength/articleshow/132108962.cms
Aquarius Horoscope Today: Invest with foresight and welcome guests warmly; conserve energy tonight,https://timesofindia.indiatimes.com/astrology/horoscope/aquarius-horoscope-today-july-1-2026-invest-with-foresight-and-conserve-energy-for-the-evening-hours/articleshow/132097611.cms
"Daily Career Horoscope, July 01, 2026: Success, challenges, and breakthroughs; Know about your career",https://timesofindia.indiatimes.com/astrology/horoscope/daily-career-horoscope-july-01-2026-success-challenges-and-breakthroughs-know-about-your-career/articleshow/132097666.cms
"Capricorn Horoscope: Low mood tests patience; travel slowly, spend carefully",https://timesofindia.indiatimes.com/astrology/horoscope/capricorn-horoscope-today-july-1-2026-avoid-risky-decisions-while-feeling-low/articleshow/132097515.cms
Sagittarius Horoscope Today: Family warmth and money look satisfying; skip shopping for peace,https://timesofindia.indiatimes.com/astrology/horoscope/sagittarius-horoscope-today-july-1-2026-let-your-kind-words-lead-and-save-money-by-skipping-impulse-shopping/articleshow/132097519.cms
Wealth remedies based on your date of birth,https://timesofindia.indiatimes.com/astrology/numerology-tarot/wealth-remedies-based-on-your-date-of-birth/articleshow/132107318.cms
"Love Horoscope Today, July 01, 2026: What the stars say about your love life",https://timesofindia.indiatimes.com/astrology/horoscope/love-horoscope-today-july-01-2026-what-the-stars-say-about-your-love-life/articleshow/132097878.cms
Pisces Horoscope Today: Public gains and career doors open; pause before big decisions,https://timesofindia.indiatimes.com/astrology/horoscope/pisces-horoscope-today-july-1-2026-if-youre-committed-dont-give-unclear-signals/articleshow/132097609.cms
Burned Out? The 5-Minute Work Stress Therapy You Haven't Tried Yet,https://timesofindia.indiatimes.com/astrology/others/burned-out-the-5-minute-work-stress-therapy-you-havent-tried-yet/articleshow/132096159.cms
Read More,https://timesofindia.indiatimes.com/astrology/horoscope/aries-horoscope-today-july-1-2026-keep-one-eye-on-the-monthly-budget/articleshow/132096594.cms
'Maa Inti Bangaaram' BO day 10: Samantha Ruth Prabhu's film beats 'Arundhati' record,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/maa-inti-bangaaram-box-office-collections-day-10-samantha-ruth-prabhus-film-beats-arundhati-record-earns-rs-78-71-crore-worldwide/articleshow/132060603.cms
"Marvel film slate to include Spider-Man 5, X-Men, New Avengers, Black Panther 3 and more",https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/spider-man-5-thunderbolts-sequel-black-panther-3-and-shang-chi-2-among-marvels-top-priorities-after-avengers-secret-wars-reports/articleshow/132083786.cms
Samantha Ruth Prabhu flaunts baby bump with a cheeky note days after announcing maternity break,https://timesofindia.indiatimes.com/entertainment/telugu/movies/news/samantha-ruth-prabhu-flaunts-baby-bump-with-a-cheeky-note-days-after-announcing-maternity-break-my-six-pack/articleshow/132095640.cms
CM Vijay runs 6 km marathon anti-drug event; videos praise his fitness,https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/tamil-nadu-cm-vijay-showcases-impressive-fitness-at-53-completes-6km-start-run-stop-drugs-marathon-in-chennai-watch/articleshow/132007862.cms
Megyn Kelly blames Milly Alcock for ‘Supergirl’ low box office,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/megyn-kelly-blames-milly-alcock-for-supergirl-box-office-downfall-were-over-the-forced-upon-us-girlboss-era/articleshow/132104222.cms
Lock Upp: Sunita's shocking claim on Govinda cheating in marriage,https://timesofindia.indiatimes.com/tv/news/hindi/lock-upp-2-sunita-ahuja-reacts-to-cheating-rumours-involving-husband-govinda-says-hero-hain-toh-you-cant-say-anything/articleshow/132101331.cms
Kangana Returns As Janta Ki Awaaz: joins Lock Upp for first termination,https://timesofindia.indiatimes.com/tv/news/hindi/lock-upp-sach-ya-sazaa-kangana-ranaut-to-enter-as-janta-ki-awaaz-says-this-show-has-always-been-about-owning-your-truth/articleshow/132096599.cms
Sohil on Parth Exit from Kyunki 2: recalls shooting with Smriti-Sakshi,https://timesofindia.indiatimes.com/tv/news/hindi/exclusive-kyunki-saas-bhi-kabhi-bahu-thi-2-sohil-singh-on-his-exit-parth-had-shades-recalls-shooting-with-smriti-irani-and-sakshi-tanwar/articleshow/132082349.cms
Rakhi reacts to Gaurav Khanna-Akanksha Chamola’s divorce,https://timesofindia.indiatimes.com/tv/news/hindi/rakhi-sawant-reacts-to-gaurav-khanna-akanksha-chamolas-divorce-calls-the-actress-a-liar/articleshow/132084101.cms
Kyunki 2's Prachi aka Munni: I'm honoured to be a part of this show,https://timesofindia.indiatimes.com/tv/news/hindi/exclusive-kyunki-saas-bhi-kabhi-bahu-thi-2-actress-prachi-singh-its-an-honor-for-me-that-i-got-a-chance-to-work-on-a-show-like-kyunki/articleshow/132103984.cms
"Gaurav reacts to wife Akanksha's divorce announcement;'Pyaar abhi bhi""",https://timesofindia.indiatimes.com/tv/news/hindi/gaurav-khanna-makes-his-first-appearance-reacts-to-wife-akanksha-chamolas-divorce-announcement-says-pyaar-abhi-bhi-utna-hai-main-uske-saath-humesha-khada-rahunga/articleshow/132095126.cms
Lock Upp 2: Shreya Kalra claims Akanksha Chamola is bise*ual,https://timesofindia.indiatimes.com/tv/news/hindi/lock-upp-2-shreya-kalra-reveals-akanksha-chamolas-big-secret-to-sufi-motiwala-says-shes-bi-seual/articleshow/132101020.cms
"Prachi On Coping In TV: Actress shares mental health mantra; stays grounded, close to family",https://timesofindia.indiatimes.com/tv/news/hindi/kyunki-saas-bhi-kabhi-bahu-thi-2-actress-prachi-singh-reveals-how-she-copes-with-mental-health-challenges/articleshow/132070200.cms
Hormuz oil shock sends India back to Russia: Is this a peak or the new normal?,https://timesofindia.indiatimes.com/business/india-business/hormuz-oil-shock-sends-india-back-to-russia-is-this-a-peak-or-the-new-normal/articleshow/132110550.cms
'Long queues at petrol stations': How Ukraine’s drone strikes are hitting Russia’s fuel supply,https://timesofindia.indiatimes.com/business/international-business/long-queues-at-petrol-stations-how-ukraines-drone-strikes-are-hitting-russias-fuel-supply/articleshow/132107324.cms
ITR filing: How to claim HRA exemption when filing income tax return - top points to keep in mind,https://timesofindia.indiatimes.com/business/india-business/itr-filing-how-to-claim-hra-exemption-when-filing-income-tax-return-top-points-to-keep-in-mind/articleshow/132107919.cms
RBI’s net short forward position hits record $106.6 billion amid rupee pressure,https://timesofindia.indiatimes.com/business/india-business/rbis-net-short-forward-position-hits-record-106-6-billion-amid-rupee-pressure/articleshow/132107782.cms
"Commercial LPG, jet fuel prices cut as West Asia impact eases",https://timesofindia.indiatimes.com/business/india-business/commercial-lpg-jet-fuel-prices-cut-as-west-asia-impact-eases/articleshow/132107314.cms
"Delhi EV Policy 2026: Financial incentives, digital transparency and key changes explained",https://timesofindia.indiatimes.com/business/india-business/delhi-ev-policy-2026-financial-incentives-digital-transparency-and-key-changes-explained/articleshow/132109377.cms
"Gold price prediction today: After worst quarter in 13 years, will gold continue to fall? Check July 1, 2026 outlook",https://timesofindia.indiatimes.com/business/india-business/gold-price-prediction-today-india-where-is-gold-silver-rate-headed-on-july-01-2026-mcx-gold-futures-outlook-us-iran-war-middle-east-tensions/articleshow/132109415.cms
"GST revenue grows 13.9% in June, collections touch Rs 1.94 lakh crore",https://timesofindia.indiatimes.com/business/india-business/gst-collections-jump-13-9-to-rs-1-95-lakh-crore-in-june-driven-by-strong-import-tax-revenues/articleshow/132108545.cms
India plans 30-day LPG storage buffer after Iran war exposes Hormuz supply risk,https://timesofindia.indiatimes.com/business/india-business/india-plans-30-day-lpg-storage-buffer-after-iran-war-exposes-hormuz-supply-risk/articleshow/132108912.cms
"Days after Meta sent '4 AM layoff emails' to 8,000 employees, CEO Mark Zuckerberg says that the job situation will improve if companies focused more on ...",https://timesofindia.indiatimes.com/technology/tech-news/days-after-meta-sent-4-am-layoff-emails-to-8000-employees-ceo-mark-zuckerberg-says-that-the-job-situation-will-improve-if-companies-focused-more-on-/articleshow/132109593.cms
Hack of the day: How to transfer data from iPhone to Android phone,https://timesofindia.indiatimes.com/technology/hack-of-day/hack-of-the-day-how-to-transfer-data-from-iphone-to-android-phone/articleshow/132104753.cms
USCIS finalises rule on foreign national registration requirement with a clarification: Foreign nationals need to register online and undergo biometrics collection only if ...,https://timesofindia.indiatimes.com/technology/tech-news/uscis-finalises-rule-on-foreign-national-registration-requirement-with-a-clarification-foreign-nationals-need-to-register-online-and-undergo-biometrics-collection-only-if-/articleshow/132104374.cms
"Quote of the day by Larry Ellison: ""I think people who are really successful in business are people who…”",https://timesofindia.indiatimes.com/technology/tech-news/quote-of-the-day-by-larry-ellison-i-think-people-who-are-really-successful-in-business-are-people-who/articleshow/132092323.cms
As one of America's top VC predicts that 'crash is coming'; Elon Musk responds: There are always ...,https://timesofindia.indiatimes.com/technology/tech-news/as-one-of-americas-top-vc-predicts-that-crash-is-coming-elon-musk-responds-there-are-always-/articleshow/132104024.cms
"Pizza, chocolate and Taj Mahal: Samsung teases new foldable design ahead of Galaxy Unpacked",https://timesofindia.indiatimes.com/technology/mobiles-tabs/pizza-chocolate-and-taj-mahal-samsung-teases-new-foldable-design-ahead-of-galaxy-unpacked/articleshow/132108388.cms
"Microsoft plans another round of layoffs, may cut thousands of jobs across teams in ...",https://timesofindia.indiatimes.com/technology/tech-news/microsoft-plans-another-round-of-layoffs-may-cut-thousands-of-jobs-across-teams-in-/articleshow/132106911.cms
As export controls on Claude Fable 5 and Mythos 5 lifted; Anthropic announces that it will give the US government access to ...,https://timesofindia.indiatimes.com/technology/tech-news/as-export-controls-on-claude-fable-5-and-mythos-5-lifted-anthropic-announces-that-it-will-give-the-us-government-access-to-/articleshow/132106293.cms
"Less than a month after GitHub changed how it charges customers for Copilot AI coding tool, Microsoft-owned company's CTO says: By far our best month ever is ...",https://timesofindia.indiatimes.com/technology/tech-news/less-than-a-month-after-github-changed-how-it-charges-customers-for-copilot-ai-coding-tool-microsoft-owned-companys-cto-says-by-far-our-best-month-ever-is-/articleshow/132105125.cms
UPTET 2026: Yogi Adityanath orders separate TET for in-service teachers ahead of exam; asks officials to ensure smooth conduct,https://timesofindia.indiatimes.com/education/news/uptet-2026-yogi-adityanath-orders-separate-tet-for-in-service-teachers-ahead-of-exam-asks-officials-to-ensure-smooth-conduct/articleshow/132110708.cms
